DMSO,2.5 nM,25 nM,250 nM,2.5 µM,25 µM,PD of PD
2510000,2080000,2060000,2040000,1970000,2020000,2320000
3460000,3620000,4110000,4520000,5540000,4170000,4940000
6300000,5770000,6460000,6900000,6940000,4850000,7980000
14710000,12980000,13030000,15030000,14590000,11600000,6430000
2140000,1880000,2080000,2370000,2710000,2610000,2260000
20170000,16810000,17290000,20220000,21540000,13090000,8250000
1330000,620000,760000,1090000,1350000,1240000,1170000
1630000,1070000,1360000,1620000,1710000,830000,2000000
2870000,2970000,3090000,3890000,4480000,2270000,6880000
1450000,1270000,1080000,700000,1240000,670000,3670000
1110000,1830000,1590000,1170000,3620000,3010000,1450000
4030000,5560000,5330000,5000000,6400000,4300000,2840000
1430000,1020000,1200000,840000,2030000,1100000,1960000
6870000,7370000,5680000,8610000,8920000,5030000,6190000
5180000,4040000,4320000,4730000,5580000,4170000,4300000
600000,530000,590000,600000,840000,710000,940000
1350000,1550000,1710000,1710000,2120000,1050000,1510000
3740000,2790000,2880000,2490000,3570000,1700000,4860000
1500000,1710000,1570000,1850000,1750000,1330000,2370000
2090000,1620000,1620000,1850000,2540000,1670000,2660000
4780000,4520000,4710000,4810000,6340000,4960000,5810000
1840000,1530000,1820000,1840000,2900000,1860000,1820000
1090000,670000,740000,800000,1230000,570000,1190000
3520000,2930000,3070000,3380000,4250000,3170000,5150000
2940000,2370000,2260000,2190000,3800000,1530000,2280000
770000,820000,740000,600000,890000,440000,950000
950000,690000,750000,980000,1090000,490000,1400000
290000,650000,500000,340000,820000,350000,500000
1680000,1550000,1250000,1580000,2250000,1040000,1370000
1780000,1340000,1890000,1660000,3600000,1070000,1980000
2110000,1920000,1990000,1670000,2710000,1460000,2080000
2870000,2380000,1960000,2770000,3470000,2120000,2690000
2010000,2110000,2150000,2460000,2450000,2080000,3270000
1220000,1310000,1200000,1230000,1790000,520000,2210000
460000,270000,370000,440000,490000,240000,440000
10000,180000,90000,90000,30000,250000,1100000
1160000,830000,740000,1050000,1240000,940000,1220000
3580000,3220000,3530000,3030000,4590000,2790000,4370000
5330000,4640000,4710000,4890000,5690000,3810000,5870000
4050000,3910000,3700000,3910000,4920000,3360000,7040000
11250000,7860000,7940000,10610000,11870000,8920000,14680000
5700000,5510000,5730000,5770000,7230000,4110000,7280000
3700000,1990000,3020000,3420000,4540000,1200000,1870000
15210000,12480000,13650000,14700000,18000000,10910000,18090000
2920000,2800000,2970000,2950000,3680000,2440000,3980000
7930000,6610000,6830000,7380000,8820000,5690000,6580000
1620000,1540000,1520000,1750000,2310000,1740000,1690000
5120000,4080000,4080000,3780000,4300000,2810000,6850000
3010000,2500000,2480000,2730000,3440000,2230000,3580000
4840000,3200000,2750000,3430000,3740000,4480000,3830000
2920000,1840000,1870000,2170000,2400000,1750000,3440000
3770000,3430000,4040000,4330000,5980000,3580000,4080000
13200000,8190000,9550000,10710000,13350000,7690000,10330000
80000,90000,90000,110000,150000,110000,80000
8900000,8490000,8310000,9160000,9400000,5140000,6020000
11060000,9650000,11010000,10450000,17710000,6350000,13370000
8990000,6580000,6010000,6510000,9360000,5240000,12150000
2910000,2880000,2390000,2300000,4460000,1750000,3600000
22970000,18710000,19410000,20520000,23080000,21170000,23680000
4320000,2090000,2000000,2380000,2970000,1590000,1180000
4680000,4680000,4460000,5180000,4980000,3710000,1430000
8100000,9760000,9450000,9020000,8620000,10510000,12990000
3750000,2910000,4550000,4190000,5560000,6410000,4620000
3540000,1430000,1790000,2060000,3150000,2760000,3100000
3190000,2910000,3070000,4060000,5180000,4140000,5870000
2960000,3210000,3390000,3360000,4420000,3920000,4000000
330000,410000,540000,540000,550000,710000,240000
11470000,11290000,13670000,13620000,14640000,17750000,18820000
5920000,5770000,6340000,5600000,10470000,4260000,8150000
2640000,2300000,2990000,2720000,4490000,1600000,3440000
380000,360000,530000,390000,950000,470000,680000
270000,290000,330000,200000,390000,260000,1050000
2930000,2500000,1670000,1600000,1530000,2350000,2040000
2050000,1530000,1800000,1720000,2580000,1190000,2150000
580000,950000,1020000,900000,1130000,910000,1030000
820000,460000,610000,600000,1580000,670000,1570000
4420000,4210000,5420000,4950000,5740000,6100000,8790000
510000,480000,500000,490000,520000,200000,1050000
2120000,2130000,2370000,2030000,3650000,1180000,2370000
1560000,1110000,1200000,1420000,1330000,1110000,320000
8630000,9470000,9260000,10920000,9010000,9130000,11380000
1390000,1270000,1390000,1680000,1590000,1280000,1190000
138420000,109340000,115780000,128700000,164960000,102770000,30320000
1780000,1360000,1270000,1630000,2320000,960000,2660000
9710000,8530000,8790000,8560000,7980000,5430000,1040000
790000,780000,570000,960000,820000,200000,290000
8550000,4010000,4550000,6170000,5940000,4770000,7090000
19960000,13480000,14640000,15370000,17830000,11550000,21150000
190000,650000,500000,550000,360000,1100000,860000
2150000,1990000,2260000,2630000,3060000,2300000,2670000
450000,520000,620000,750000,780000,850000,780000
14510000,11310000,11890000,12760000,16160000,10160000,12530000
2090000,2140000,2630000,3220000,4390000,5440000,1440000
270000,200000,130000,140000,170000,180000,560000
220000,210000,220000,260000,240000,190000,350000
1600000,1960000,1820000,1890000,1450000,580000,950000
920000,870000,640000,880000,760000,140000,450000
2420000,2300000,2400000,2120000,2470000,2510000,1690000
1080000,870000,1120000,1220000,1370000,1100000,1090000
710000,610000,850000,1050000,1170000,880000,970000
710000,670000,600000,580000,820000,520000,580000
16580000,14820000,16760000,18020000,20510000,13700000,14610000
3860000,4640000,4670000,4530000,6790000,4870000,8490000
640000,520000,570000,640000,730000,590000,730000
970000,780000,750000,600000,960000,640000,1160000
570000,390000,430000,620000,520000,490000,500000
1420000,1230000,1140000,1590000,1440000,780000,610000
7840000,9820000,10940000,10960000,9540000,8480000,7330000
2410000,2770000,2930000,3350000,3450000,3860000,3170000
34690000,22980000,24540000,27870000,32190000,19100000,28860000
1170000,920000,830000,980000,1450000,1130000,1130000
5070000,2130000,2160000,3130000,3820000,2830000,3640000
28730000,22790000,24210000,26850000,29030000,22150000,34470000
530000,510000,690000,750000,560000,610000,900000
890000,760000,810000,800000,1520000,820000,560000
4830000,3950000,4650000,5040000,5450000,2730000,560000
3120000,2690000,3410000,2710000,3730000,1710000,1450000
11080000,11270000,8750000,9200000,10670000,7730000,7100000
3450000,3220000,3090000,3980000,3560000,2980000,4200000
18130000,15070000,17390000,18690000,21690000,12900000,12350000
3170000,2280000,2030000,3080000,3200000,2030000,3340000
5110000,2180000,2400000,3050000,3100000,2360000,2590000
2100000,1530000,1580000,1940000,2950000,1450000,1870000
4610000,4080000,4340000,6020000,5410000,4410000,3580000
360000,330000,490000,430000,390000,270000,620000
7530000,6500000,7140000,6810000,8040000,4110000,6270000
12600000,11000000,11680000,9920000,4680000,3080000,11440000
4650000,3510000,3300000,3810000,5040000,3140000,4530000
13290000,9720000,10400000,11910000,16830000,8840000,8810000
12560000,9140000,9800000,10770000,14890000,10280000,9510000
8130000,4560000,4860000,7150000,7220000,7110000,3650000
2870000,1900000,2490000,2640000,4540000,1270000,2260000
860000,800000,860000,750000,870000,510000,1160000
1740000,1010000,1240000,2200000,1780000,1060000,840000
110000,180000,110000,220000,240000,270000,320000
490000,540000,540000,470000,380000,250000,1240000
710000,460000,680000,630000,780000,750000,1030000
720000,720000,560000,420000,500000,420000,1140000
5150000,2180000,2360000,2580000,3300000,1420000,3070000
9120000,7280000,8170000,9430000,11560000,8460000,9390000
4230000,3410000,3880000,2840000,4940000,3730000,4320000
400000,370000,540000,620000,630000,770000,630000
168150000,132480000,144250000,152810000,186510000,106720000,186090000
91800000,82120000,101920000,96780000,137330000,77780000,100470000
10190000,9250000,8810000,9460000,11560000,7270000,11620000
960000,480000,490000,470000,500000,360000,480000
2850000,2760000,3130000,2520000,2800000,780000,870000
410000,180000,200000,240000,380000,200000,560000
130000,40000,60000,90000,100000,20000,150000
0,0,440000,20000,140000,1150000,30000
2310000,2530000,3810000,3860000,6930000,3640000,1160000
4070000,5210000,7250000,3550000,5500000,8160000,5680000
1300000,1190000,1230000,1380000,1390000,1040000,1380000
3510000,790000,790000,910000,750000,440000,1100000
36450000,24960000,28750000,35190000,37460000,22670000,17040000
14490000,12960000,13090000,16080000,17880000,10960000,12900000
47200000,45610000,51740000,58970000,57960000,47480000,34410000
3510000,1790000,1240000,1510000,1610000,1170000,660000
470000,650000,890000,550000,250000,590000,790000
4050000,2310000,2650000,2940000,3330000,3760000,2910000
70000,140000,680000,210000,290000,3930000,40000
490000,300000,300000,430000,550000,270000,250000
520000,490000,530000,690000,980000,540000,140000
1320000,680000,680000,840000,740000,690000,910000
1990000,1110000,1200000,1010000,1280000,990000,1370000
2480000,2400000,2320000,2790000,3340000,2660000,3040000
1000000,690000,690000,720000,1210000,600000,1220000
2200000,40000,110000,90000,70000,40000,30000
160000,150000,160000,260000,320000,330000,180000
120000,160000,50000,170000,70000,90000,620000
24440000,17560000,19520000,22920000,27640000,18200000,24990000
32720000,16910000,18220000,19010000,17980000,17270000,19620000
630000,740000,730000,660000,2070000,560000,1270000
2100000,1160000,1060000,1390000,1190000,770000,1170000
5090000,4370000,4630000,4850000,5230000,5290000,4700000
7810000,4720000,5700000,7150000,7660000,2300000,4260000
6930000,6240000,7130000,9840000,16960000,4680000,7570000
7230000,7520000,7580000,7970000,8430000,4750000,4910000
19680000,13050000,12980000,16550000,13350000,6820000,11550000
2010000,2140000,2310000,2760000,2460000,2160000,2750000
4200000,4250000,4670000,5240000,5520000,4940000,2330000
1910000,1940000,2400000,3050000,3170000,1760000,230000
13210000,10140000,10640000,12190000,11900000,5870000,1970000
11510000,10560000,10280000,11090000,10450000,4920000,5660000
11000000,9050000,9130000,11910000,13080000,9240000,13670000
24030000,21420000,22330000,28470000,27930000,24410000,20800000
41730000,39870000,42570000,52390000,49360000,46490000,20680000
30690000,28400000,32710000,38120000,36080000,33400000,22400000
9870000,7680000,8540000,10920000,11900000,7190000,6030000
4940000,4960000,5020000,5950000,5260000,3680000,3400000
4900000,5540000,6850000,7230000,14010000,11120000,11250000
1740000,1410000,1630000,2080000,2280000,1600000,1070000
5280000,4800000,5190000,5590000,4680000,4390000,5230000
15840000,14680000,14780000,14040000,13780000,11890000,9120000
7820000,7860000,7280000,9000000,7310000,6250000,4000000
367510000,319750000,350650000,386120000,502070000,327760000,405190000
8480000,7960000,6730000,6970000,8290000,6620000,4130000
1770000,2340000,2400000,2680000,2640000,1960000,1160000
9130000,6900000,7440000,7680000,9550000,5580000,8710000
1090000,870000,1000000,1070000,1120000,900000,1280000
150000,420000,260000,270000,300000,510000,1150000
1730000,2200000,2470000,2670000,3090000,3840000,3290000
880000,500000,670000,620000,940000,1720000,690000
360000,410000,360000,360000,300000,350000,910000
5540000,1780000,2160000,2360000,3250000,1910000,2530000
1660000,690000,630000,840000,960000,900000,1270000
1900000,1630000,1330000,1450000,2570000,1250000,2240000
500000,320000,290000,420000,510000,390000,540000
1830000,1490000,1390000,1900000,3130000,1960000,1630000
2420000,1600000,1610000,1690000,2560000,1050000,2370000
2890000,2140000,2590000,2660000,4540000,3090000,4130000
2120000,2090000,2350000,2430000,3330000,3380000,3010000
520000,510000,440000,460000,510000,670000,960000
1640000,1540000,1520000,1900000,1820000,1630000,1120000
1020000,1110000,1210000,1070000,1720000,720000,730000
32330000,17650000,20210000,21700000,21750000,18810000,21840000
3450000,3530000,3250000,2680000,3380000,1980000,5800000
850000,1140000,1250000,870000,1260000,1090000,30000
154420000,119440000,124080000,150650000,157820000,110190000,30820000
103990000,88430000,87510000,101550000,108880000,79080000,46940000
11960000,11030000,10270000,11970000,10690000,6030000,3660000
9230000,11440000,11280000,11180000,10420000,10840000,19850000
1160000,1020000,1330000,1260000,2520000,210000,1530000
2120000,1210000,1750000,1820000,3370000,2000000,2540000
19140000,11590000,11840000,14150000,18560000,8330000,17530000
1100000,880000,1140000,1340000,1650000,1130000,1820000
850000,730000,600000,680000,710000,460000,1210000
110000,230000,180000,100000,160000,70000,710000
910000,730000,1020000,1090000,1590000,860000,1030000
53650000,51350000,48080000,48670000,60880000,36760000,47850000
59380000,60570000,61850000,70190000,73420000,41300000,42450000
1350000,1250000,1430000,1700000,1970000,1410000,1810000
9160000,8250000,8350000,9130000,7160000,1480000,1450000
1150000,880000,1070000,1000000,1760000,550000,1530000
12050000,8550000,9860000,9170000,15230000,6230000,13170000
1100000,1080000,1130000,920000,1000000,630000,1160000
2070000,1620000,1800000,1400000,2540000,1140000,4450000
1770000,890000,1080000,860000,1370000,680000,2770000
2570000,1860000,2250000,1630000,2720000,1050000,3350000
5340000,5310000,5250000,4320000,7010000,2950000,6860000
3510000,3060000,3650000,2790000,5110000,2270000,8170000
17780000,13010000,16960000,15530000,23420000,11890000,24240000
11990000,5350000,5690000,6090000,7090000,4920000,6400000
3820000,3980000,2870000,5200000,4060000,3510000,3510000
1470000,1750000,1940000,1960000,1460000,1690000,1580000
7510000,5500000,6610000,7730000,8530000,6330000,10370000
4720000,4370000,5160000,4410000,8580000,2960000,8890000
3740000,3700000,3790000,4320000,4720000,3510000,5800000
180000,210000,140000,90000,150000,80000,670000
180000,130000,170000,140000,140000,190000,260000
460000,830000,690000,1060000,790000,1140000,730000
1050000,170000,130000,170000,210000,160000,100000
300000,550000,600000,490000,890000,270000,1180000
230000,180000,230000,260000,340000,260000,240000
50000,80000,90000,130000,60000,40000,90000
6050000,4280000,5110000,5550000,6710000,5190000,5610000
18050000,15270000,14120000,9820000,4780000,1750000,5910000
1110000,1280000,1620000,2100000,1870000,1320000,1050000
270000,500000,470000,530000,690000,330000,770000
2570000,2250000,2400000,2680000,2750000,2230000,3390000
9610000,7660000,7070000,7840000,8140000,5180000,15720000
3420000,2910000,3120000,3620000,5510000,3010000,4900000
29020000,20280000,22670000,25390000,27010000,8770000,6480000
8070000,7140000,7310000,8200000,8620000,4180000,5900000
360000,290000,370000,470000,640000,360000,390000
69330000,54890000,60840000,66200000,72980000,60720000,40280000
133160000,119260000,113900000,141500000,154250000,116910000,89910000
170000,310000,330000,360000,330000,440000,520000
7860000,5670000,6040000,5770000,8700000,4410000,12550000
3110000,2620000,2300000,2300000,2470000,1740000,5700000
3320000,2170000,2740000,2840000,3330000,2510000,4090000
32820000,25620000,26930000,27570000,39980000,29420000,37160000
27120000,18950000,20730000,21710000,29430000,17620000,26190000
33570000,22920000,23710000,29670000,28190000,25290000,32670000
6430000,1920000,1110000,1480000,1390000,3690000,5170000
26010000,21850000,24700000,25720000,35600000,21890000,20710000
1790000,1300000,2090000,2430000,4750000,3920000,300000
8100000,5420000,4650000,5060000,5620000,3510000,9260000
21060000,13130000,14160000,18920000,20210000,16930000,21100000
14170000,10210000,9310000,10890000,12590000,7180000,16690000
8000000,5520000,5290000,5540000,8430000,4490000,8270000
17150000,13830000,15360000,15830000,22150000,12290000,21000000
78390000,57970000,62160000,68770000,75740000,58320000,80010000
25260000,19970000,19480000,22190000,24020000,19220000,29110000
1720000,1290000,1200000,1450000,1830000,1460000,1650000
20510000,14830000,15880000,18000000,21160000,7850000,19690000
11630000,8640000,9220000,9750000,11490000,8170000,9860000
7260000,7960000,8320000,6840000,7820000,8080000,11810000
9390000,6530000,6840000,8530000,11200000,7850000,6930000
1280000,1190000,1810000,2240000,2750000,2620000,140000
850000,2260000,2600000,1350000,1410000,3910000,9500000
15920000,15810000,16550000,18100000,25170000,21580000,18950000
30000,450000,230000,100000,120000,700000,1420000
3200000,2840000,2730000,2490000,4180000,2260000,3850000
13240000,9420000,9040000,12560000,13810000,11670000,8170000
29510000,22450000,21120000,25680000,27310000,21220000,38040000
3010000,1830000,1940000,2680000,3340000,3540000,2240000
5810000,4040000,4150000,4280000,6440000,3610000,10250000
36450000,24260000,26000000,28800000,30320000,20960000,30750000
55830000,36290000,34360000,38870000,47700000,39750000,52070000
1230000,440000,1070000,990000,800000,570000,1750000
13520000,11960000,14620000,15790000,20350000,20940000,12300000
1620000,2340000,2600000,2560000,2390000,2690000,3840000
57930000,46440000,48990000,55070000,61020000,39100000,68840000
9180000,8480000,7740000,9530000,10670000,6920000,16420000
660000,900000,870000,1560000,1440000,1510000,50000
27120000,19520000,19740000,21620000,26110000,15970000,30770000
26440000,24230000,22660000,24200000,34180000,27910000,32900000
57790000,49200000,52870000,53140000,62780000,42320000,73420000
20500000,16940000,19060000,22100000,29570000,19200000,20150000
3240000,2790000,2940000,3270000,5030000,2630000,1250000
12770000,9710000,11720000,13140000,14480000,10300000,7770000
50270000,37070000,38080000,40690000,50420000,32010000,53780000
91210000,80460000,82110000,86570000,103000000,71950000,101510000
4170000,3830000,5380000,5660000,4970000,5690000,6300000
7920000,5570000,5650000,8110000,9860000,6080000,2900000
4070000,2230000,2210000,2550000,2110000,2540000,3810000
1720000,1150000,1220000,1190000,1330000,1040000,1690000
10330000,7810000,8920000,8770000,14420000,7420000,8640000
17500000,15770000,16990000,16840000,23220000,17520000,18480000
53800000,47640000,47980000,44110000,54800000,33760000,69290000
36820000,29140000,30740000,35230000,46190000,27370000,28640000
32530000,24080000,24330000,24630000,31280000,17210000,30940000
62910000,42710000,48640000,52710000,64800000,45620000,53240000
8390000,8030000,10120000,10620000,13210000,11430000,9010000
68200000,48980000,52700000,63130000,71010000,41150000,29830000
109880000,84730000,93910000,113660000,104680000,70830000,52900000
38290000,35640000,38260000,43390000,42680000,31120000,21260000
13310000,13180000,13240000,16490000,13050000,12340000,8980000
7920000,6030000,6080000,7690000,7500000,5670000,2340000
5100000,4420000,5160000,7000000,5170000,6890000,2460000
45660000,26290000,22290000,24480000,28780000,20220000,48310000
30160000,24590000,24030000,28710000,25860000,22880000,36480000
14300000,10450000,11360000,14220000,11210000,11250000,14160000
40000,70000,80000,70000,60000,100000,70000
3720000,2850000,3050000,3650000,4580000,3610000,3830000
6270000,5770000,6150000,6880000,7200000,8170000,8020000
380000,530000,400000,340000,370000,270000,820000
1790000,680000,1300000,1660000,1380000,1260000,2920000
1540000,730000,690000,1040000,820000,1000000,1400000
4340000,4140000,4200000,4210000,6050000,4100000,6970000
8130000,3450000,3980000,4400000,6050000,3330000,4260000
2490000,260000,490000,220000,700000,370000,330000
1550000,1430000,1220000,1120000,1980000,880000,930000
13020000,13690000,13730000,14300000,21870000,15920000,11110000
450000,410000,490000,350000,740000,500000,1000000
5860000,7900000,8190000,8980000,8890000,4650000,6190000
5410000,4390000,4610000,4470000,5530000,2560000,6160000
5930000,8230000,8360000,9050000,8740000,10060000,16170000
350000,350000,380000,470000,560000,370000,300000
630000,100000,200000,250000,280000,20000,40000
4210000,3210000,3710000,3730000,4500000,2940000,7510000
1560000,830000,1090000,1590000,3390000,670000,1870000
790000,800000,890000,910000,1380000,720000,1570000
110000,140000,230000,190000,180000,270000,390000
730000,580000,630000,780000,1090000,740000,1250000
5210000,5340000,4640000,4970000,6620000,5100000,7480000
1090000,1050000,1360000,1150000,1520000,1070000,1590000
300000,490000,380000,430000,470000,500000,430000
2590000,3130000,2890000,2370000,4760000,1960000,3270000
30000,740000,450000,100000,40000,820000,1280000
880000,970000,730000,990000,1530000,350000,1750000
18760000,9510000,9630000,9940000,11990000,5870000,14320000
450000,640000,820000,820000,1210000,870000,880000
14240000,14370000,15730000,17410000,19360000,16460000,20260000
52680000,42840000,46560000,53400000,51000000,30140000,57340000
2710000,3710000,2990000,4090000,5760000,4440000,5040000
480000,610000,830000,1230000,1930000,1390000,1780000
3730000,4090000,4290000,4650000,3760000,3310000,2240000
1550000,680000,1370000,1090000,1540000,940000,1340000
7000000,20000,20000,10000,80000,0,70000
7870000,1400000,1430000,1880000,2080000,840000,890000
1600000,160000,70000,0,80000,10000,320000
960000,670000,760000,940000,1190000,500000,850000
1020000,570000,700000,1370000,1440000,1760000,1460000
1860000,1710000,1750000,2670000,2210000,1400000,2400000
9240000,7650000,7180000,7920000,8370000,5650000,11800000
4150000,4320000,6260000,6650000,6380000,7860000,8740000
3050000,3220000,3550000,3340000,4760000,2750000,4420000
68820000,6140000,6560000,6880000,9690000,6370000,6000000
2840000,3480000,2040000,2680000,2560000,2530000,2280000
1860000,1490000,1590000,1880000,1800000,1960000,1470000
2640000,1810000,2570000,2610000,3200000,2520000,3300000
1950000,1560000,2660000,2580000,2770000,1930000,1480000
2470000,2640000,3230000,3050000,3260000,4780000,3270000
1670000,1310000,2060000,2050000,2040000,2850000,1590000
5990000,4820000,5120000,5540000,9990000,2880000,8730000
1730000,90000,140000,140000,80000,40000,30000
2930000,2490000,3450000,3220000,3390000,1610000,3990000
12750000,11280000,11310000,13220000,14100000,9430000,3560000
2850000,2230000,2730000,3800000,3340000,2310000,1350000
7550000,6030000,6450000,6750000,7250000,4290000,14030000
860000,840000,900000,730000,770000,470000,1830000
2960000,3470000,3270000,3310000,3290000,2280000,5980000
1810000,2020000,2130000,2080000,2120000,1200000,2490000
9870000,9510000,10380000,9780000,12190000,7170000,14600000
2630000,2950000,3190000,2490000,3350000,1460000,3800000
940000,990000,950000,1010000,1270000,590000,1100000
4990000,2640000,2730000,2680000,2730000,1310000,4700000
110000,120000,170000,160000,150000,100000,690000
600000,510000,630000,530000,940000,260000,660000
860000,210000,520000,380000,790000,870000,1120000
57250000,37970000,39600000,42300000,58860000,29250000,41430000
3780000,4290000,4380000,3650000,5610000,2280000,6170000
1720000,1640000,1930000,1530000,2200000,1330000,2510000
2840000,3680000,3200000,3010000,6280000,3800000,3410000
7520000,5790000,5830000,6340000,6750000,3710000,9300000
490000,360000,930000,810000,1400000,730000,50000
2300000,2500000,2410000,2320000,2530000,1710000,3720000
7080000,6260000,6210000,7070000,6960000,3550000,10990000
1690000,1840000,1790000,2070000,1450000,1090000,3560000
4500000,3130000,2520000,3900000,5160000,2070000,3730000
1250000,1170000,1430000,1460000,1850000,1120000,1840000
7730000,6990000,8360000,8570000,12110000,6520000,6450000
1130000,1230000,1110000,780000,850000,530000,1180000
6270000,6270000,6600000,6780000,9310000,6730000,6240000
4210000,3390000,3190000,4170000,5840000,4060000,3430000
1020000,680000,540000,620000,950000,600000,2570000
100070000,79280000,89050000,108290000,92330000,46170000,58080000
90000,110000,80000,170000,190000,240000,140000
8120000,6920000,7320000,9120000,9260000,5050000,9690000
450000,870000,820000,670000,510000,1130000,1370000
2730000,2560000,2980000,3480000,4300000,1570000,3090000
3240000,2490000,2690000,2270000,3500000,1990000,4090000
270000,250000,340000,350000,350000,200000,120000
2230000,2240000,2500000,2830000,3070000,2080000,4040000
6770000,5040000,4250000,5080000,7900000,4440000,11230000
780000,770000,790000,900000,1110000,630000,600000
870000,850000,590000,770000,750000,560000,890000
1610000,2520000,1930000,1790000,1360000,1080000,6790000
160000,150000,200000,180000,290000,150000,240000
5350000,4690000,5530000,6550000,7310000,6730000,8150000
4310000,3890000,5340000,6000000,6060000,6640000,7540000
4290000,3240000,3840000,4600000,5220000,2410000,4820000
1450000,1320000,1230000,1260000,1730000,980000,2300000
26750000,26900000,28210000,32910000,31230000,21640000,5230000
280000,270000,340000,380000,570000,230000,330000
5860000,4610000,3600000,3810000,5460000,4640000,7200000
130000,170000,290000,150000,470000,170000,800000
450000,460000,470000,500000,900000,710000,930000
4250000,4500000,4780000,4030000,6970000,4190000,3330000
730000,470000,510000,510000,560000,510000,800000
29740000,24570000,25070000,30170000,35720000,27450000,29700000
35800000,26600000,28580000,30750000,36780000,24530000,31360000
6800000,5830000,5900000,6000000,8060000,5210000,8070000
810000,710000,570000,980000,1430000,450000,310000
2420000,1740000,2630000,2730000,4160000,1660000,2220000
1140000,2760000,2880000,3220000,2630000,3480000,3690000
2840000,3430000,2740000,3470000,5680000,4380000,5350000
1150000,1210000,1350000,1120000,1620000,1060000,3130000
3080000,2300000,2150000,2110000,2880000,2750000,4670000
35680000,37030000,38860000,47040000,33540000,11340000,25450000
390000,90000,340000,440000,280000,0,10000
1060000,1010000,880000,1040000,970000,660000,680000
28650000,25200000,26700000,30540000,31470000,21290000,18440000
290000,320000,510000,320000,320000,320000,180000
12730000,8410000,9170000,12030000,10630000,7050000,8550000
740000,730000,820000,890000,940000,640000,960000
7650000,4900000,5790000,5630000,7920000,5640000,8880000
310000,360000,430000,320000,520000,440000,360000
290000,280000,150000,290000,350000,110000,320000
16510000,15590000,14280000,14840000,14770000,8840000,23630000
10190000,9560000,9940000,11670000,11700000,6790000,13300000
8670000,10290000,10170000,10810000,10550000,11340000,15080000
20790000,21130000,19260000,20170000,18600000,11530000,29460000
7190000,6850000,7520000,8630000,7480000,4790000,6960000
11460000,8910000,8780000,8590000,13000000,6850000,13090000
4580000,4200000,4340000,4490000,5440000,3300000,7130000
11650000,10190000,10810000,13360000,14750000,5110000,2940000
3640000,2070000,4210000,4990000,4380000,1250000,360000
1910000,1740000,1790000,1880000,2210000,1280000,1290000
3650000,2960000,3210000,4060000,3580000,3000000,2430000
1790000,1560000,1680000,1800000,2800000,1680000,2380000
8930000,4640000,4950000,5480000,5670000,3640000,5390000
20000,30000,80000,40000,130000,60000,10000
2200000,2630000,2540000,2680000,3090000,2420000,2300000
1790000,1660000,2070000,2020000,2450000,1610000,2290000
62740000,46080000,48560000,58480000,60540000,26850000,32880000
950000,1730000,2060000,2400000,2140000,3360000,2810000
6960000,6290000,5680000,5450000,8780000,5550000,7840000
12810000,7390000,7270000,7300000,7620000,5250000,2400000
21680000,17860000,16850000,19880000,21180000,12050000,27280000
250000,230000,250000,310000,340000,300000,90000
13110000,12580000,13030000,17780000,17940000,13620000,13850000
200000,150000,250000,250000,240000,200000,140000
18920000,17420000,17870000,19070000,22940000,15560000,23260000
1600000,1390000,1420000,1840000,1580000,1120000,1490000
3490000,540000,560000,640000,950000,430000,820000
930000,1140000,1050000,1520000,1400000,760000,1600000
1330000,1820000,1690000,1950000,1740000,2300000,1570000
9740000,8930000,9230000,10260000,8690000,7630000,9330000
9940000,9090000,8650000,8760000,9350000,7030000,11060000
5640000,5370000,6030000,5970000,7820000,5540000,7750000
4270000,2320000,2570000,2780000,3730000,2120000,2710000
1400000,1860000,1920000,1850000,1670000,1600000,5890000
7330000,4660000,4550000,5490000,4910000,3430000,7180000
3050000,2890000,2930000,2890000,3360000,2170000,4270000
10460000,8630000,9910000,10310000,14100000,8390000,11910000
4280000,3310000,3890000,3910000,6560000,3200000,4790000
20000,100000,20000,20000,70000,140000,950000
320000,340000,420000,460000,760000,290000,940000
5940000,5270000,6300000,6730000,9310000,5510000,7240000
7480000,7720000,8040000,7910000,10990000,6940000,9410000
60000,40000,110000,90000,40000,90000,560000
750000,560000,600000,810000,1250000,720000,840000
4750000,3730000,4030000,3790000,6920000,2310000,6160000
720000,590000,550000,350000,460000,270000,1120000
400000,320000,320000,530000,610000,270000,320000
29680000,29380000,32500000,31190000,33180000,21420000,45260000
70000,520000,150000,0,20000,550000,880000
660000,950000,1100000,1040000,1060000,1160000,950000
6800000,5260000,5910000,5740000,8320000,3010000,4510000
2050000,1940000,1950000,2010000,2170000,1510000,2120000
1910000,1620000,2000000,2020000,1990000,1140000,3870000
40000,90000,120000,60000,210000,60000,950000
0,30000,10000,10000,0,20000,230000
6790000,6170000,5910000,6100000,7930000,4400000,6540000
7850000,6260000,7550000,7690000,13760000,7300000,11840000
4040000,1940000,1770000,2830000,4590000,3210000,5360000
4350000,5020000,4660000,3390000,6240000,3140000,8300000
3000000,1610000,1660000,2510000,3870000,300000,1330000
12730000,11510000,12760000,13240000,14130000,10730000,5390000
6490000,5080000,5210000,6020000,6210000,6020000,13220000
2780000,530000,660000,710000,760000,720000,2560000
2150000,1930000,2030000,2240000,2860000,1780000,3510000
230000,460000,510000,410000,560000,570000,1410000
5990000,2810000,2790000,2490000,3350000,1780000,4690000
710000,750000,890000,560000,1280000,640000,1190000
4860000,2220000,2280000,2780000,3110000,2660000,2880000
24240000,22180000,23430000,24970000,29430000,23470000,30710000
