DMSO,2.5 nM,25 nM,250 nM,2.5 µM,25 µM,PD of PD
48600000,64800000,69700000,64400000,60000000,49500000,29300000
49800000,78200000,95200000,58800000,53200000,64400000,65000000
6900000,10000000,13200000,10800000,1700000,8900000,2300000
82400000,102600000,122700000,101300000,94100000,99300000,72700000
37200000,45000000,61300000,42700000,39600000,43000000,35300000
32900000,41300000,50100000,40100000,37100000,37400000,28000000
3700000,4000000,2900000,3500000,0,3700000,3900000
3200000,2900000,5300000,4600000,1600000,3400000,3200000
4800000,6200000,7400000,5800000,5600000,6100000,5500000
2100000,4800000,6400000,3700000,3400000,4800000,100000
19500000,26500000,27400000,24800000,19200000,22600000,18500000
11500000,18000000,17500000,16200000,10700000,14400000,9700000
15900000,23000000,40000000,18400000,18600000,20400000,13700000
2800000,600000,1400000,2100000,300000,1400000,6100000
11100000,3100000,6300000,13300000,12100000,10900000,0
6400000,10900000,15300000,7900000,10400000,9500000,6600000
10900000,7200000,11000000,8100000,14000000,11600000,10000000
14100000,25900000,21800000,16100000,3600000,19800000,7200000
6100000,7300000,6100000,5700000,100000,4600000,3700000
27900000,35900000,42000000,36900000,27200000,35000000,23700000
4300000,7100000,10200000,4300000,4100000,4100000,600000
600000,1800000,1400000,1400000,59100000,800000,3700000
29700000,37700000,45500000,35600000,28000000,31300000,16300000
15200000,68500000,70500000,50300000,16000000,23200000,14800000
19300000,28900000,30000000,26300000,20300000,21700000,20000000
17000000,20100000,23100000,17800000,3900000,16500000,8200000
14900000,3800000,18900000,10500000,1900000,9300000,300000
117700000,162400000,171100000,137900000,155400000,117100000,65600000
14400000,8600000,18800000,14600000,13800000,12400000,8100000
39900000,58400000,44000000,51600000,37400000,47500000,26800000
14000000,17600000,20900000,19000000,15700000,16600000,12600000
15400000,29800000,35600000,25600000,50200000,25600000,23300000
38100000,51500000,55900000,50100000,42700000,46800000,29600000
47100000,77100000,79800000,63200000,47600000,55100000,39500000
5800000,5600000,7400000,5100000,1500000,5000000,0
108100000,111000000,112600000,100700000,113600000,78500000,25700000
9200000,8800000,4400000,5200000,11900000,4500000,2100000
128200000,295100000,353800000,172200000,142700000,179100000,136000000
5300000,14900000,16900000,12000000,10200000,14500000,14100000
1300000,8300000,10200000,5600000,400000,5800000,9300000
203600000,269800000,293100000,228500000,255200000,178700000,140300000
300000,600000,500000,400000,39500000,200000,8400000
28400000,28800000,22900000,24400000,22900000,17200000,21100000
27900000,42900000,59800000,39100000,44700000,31000000,15000000
29000000,36100000,50400000,32900000,39600000,40400000,25100000
31200000,38400000,30300000,25300000,38500000,16300000,29400000
6000000,300000,1100000,6300000,15400000,10400000,1300000
9200000,17200000,12300000,12100000,7200000,9000000,6100000
64200000,91800000,101700000,87700000,49400000,71800000,42300000
3100000,7300000,7600000,6100000,5900000,6700000,4000000
158300000,183300000,258500000,211100000,174300000,164000000,128200000
5100000,6900000,10600000,6000000,3100000,6600000,100000
8000000,10000000,15200000,9100000,11100000,11400000,6600000
28600000,36200000,41000000,30000000,36900000,35900000,19800000
26100000,39900000,70100000,49200000,15800000,35700000,23100000
14800000,24500000,26400000,18400000,18000000,16700000,14400000
3300000,8300000,12500000,8300000,6400000,7100000,5200000
21900000,33800000,31700000,28200000,28000000,23500000,14600000
3300000,5800000,5200000,4800000,5800000,6200000,4100000
2400000,200000,7200000,4100000,3900000,3900000,0
300000,3700000,9200000,500000,3300000,2500000,1000000
4800000,8800000,9600000,7300000,1400000,7000000,1700000
20800000,7900000,26900000,17400000,21400000,17400000,6700000
12500000,27500000,40900000,8200000,400000,4700000,2100000
1100000,700000,600000,800000,23400000,1300000,3900000
7000000,9300000,14100000,9600000,10500000,10900000,6200000
1287000000,2136200000,2270400000,1148100000,1182400000,1156500000,237700000
12900000,6700000,26100000,8900000,12200000,15500000,8400000
6800000,9300000,11000000,8100000,10200000,11600000,11400000
237000000,370200000,393100000,267800000,352400000,270000000,275800000
36600000,43200000,59100000,53700000,30000000,42000000,23200000
107400000,167600000,202200000,127000000,116300000,120100000,66800000
5500000,2400000,1700000,4200000,17800000,6500000,400000
19200000,21400000,17400000,18700000,9400000,5500000,2400000
7900000,9200000,4500000,9100000,0,4600000,2200000
25500000,35700000,41100000,35200000,33900000,35900000,24200000
8100000,24800000,21700000,12000000,14600000,9400000,9000000
7900000,9600000,13100000,7700000,11900000,5900000,4700000
307500000,510300000,493500000,390600000,384000000,306400000,223500000
55200000,73200000,96500000,74600000,69600000,78400000,51800000
9600000,17200000,19600000,14300000,10100000,14300000,9600000
23400000,30500000,36100000,26900000,20700000,24500000,13400000
53200000,73200000,60300000,35400000,50300000,24600000,13100000
16300000,20300000,20300000,18500000,21000000,14800000,8300000
300400000,488800000,464100000,345400000,276200000,309800000,220800000
25300000,27600000,48000000,23700000,22800000,22300000,8300000
220100000,280800000,268700000,247700000,203900000,223400000,174100000
1189100000,1409400000,1306700000,1000500000,1035100000,694200000,285500000
63400000,146300000,121200000,52400000,80200000,67800000,84800000
172700000,219500000,241000000,184000000,133300000,164800000,76300000
22200000,28100000,40900000,26500000,23200000,22600000,20600000
12400000,18100000,17300000,10100000,2700000,10300000,7300000
13500000,22300000,27600000,20700000,11700000,18600000,13400000
54900000,84900000,65100000,59400000,52400000,51900000,27900000
4100000,5300000,7800000,4600000,3900000,4800000,200000
24400000,54300000,62300000,44200000,38000000,41700000,26200000
57900000,61100000,46000000,42700000,18500000,32200000,20400000
60900000,94200000,102900000,67500000,41500000,65100000,22900000
81800000,124800000,136100000,107500000,54900000,92700000,40500000
44800000,59100000,88500000,52300000,69300000,50700000,24200000
11700000,14400000,18200000,11000000,24800000,17500000,9900000
206300000,256000000,287500000,191800000,195900000,134500000,155600000
13600000,29300000,32900000,16200000,5000000,11600000,71200000
400000,1600000,700000,100000,10400000,800000,100000
31200000,57900000,64400000,47300000,196700000,42300000,33200000
3500000,4100000,4900000,3900000,200000,5100000,3100000
56400000,100400000,120100000,63700000,70300000,58100000,45000000
10400000,14100000,19100000,15700000,14700000,7100000,17300000
6500000,5500000,7500000,5500000,15000000,14300000,22200000
75000000,93600000,102000000,87900000,63900000,77500000,42400000
23800000,33700000,45100000,26800000,3100000,37400000,27500000
1204500000,1782700000,2067500000,1550400000,1437100000,1359900000,929200000
383400000,800500000,979300000,436700000,494100000,473500000,356600000
141300000,233900000,254000000,177900000,193800000,161900000,118500000
23300000,28300000,38200000,28800000,35200000,33300000,26200000
400000,1100000,1700000,400000,700000,700000,500000
17500000,22000000,24500000,19300000,22700000,15600000,9200000
14600000,27900000,37100000,22800000,20400000,21600000,20300000
7500000,13600000,11800000,7300000,13100000,11100000,7900000
6900000,20100000,15900000,4600000,2600000,5300000,300000
4600000,15200000,17700000,8300000,11400000,7700000,5000000
19100000,28600000,8100000,14900000,39300000,34900000,18700000
49600000,65800000,61600000,57200000,53400000,57300000,32700000
296300000,345700000,332300000,288600000,267500000,235500000,201200000
1200000,1600000,1800000,1000000,0,700000,200000
25300000,38900000,39900000,33300000,29400000,31200000,15300000
3800000,5500000,3400000,4100000,9100000,4700000,2300000
200000,0,300000,300000,5100000,300000,100000
7700000,13600000,16300000,10500000,13200000,12200000,9800000
5800000,8100000,12100000,8600000,11600000,17800000,13000000
7100000,700000,3200000,3500000,1000000,2600000,2900000
15500000,2000000,28300000,13700000,19000000,13700000,500000
135600000,189300000,184900000,145900000,121500000,134300000,95900000
123000000,217700000,220500000,168800000,211600000,139600000,50800000
7700000,9300000,10900000,9000000,8100000,8400000,6800000
20400000,11700000,24300000,21600000,21800000,17500000,9600000
38000000,45400000,74100000,49700000,48300000,54400000,40900000
16500000,26500000,34800000,19700000,31100000,21200000,17700000
202800000,708400000,697300000,188400000,452200000,121700000,23600000
830000000,1312400000,1418200000,979800000,807100000,720900000,279100000
96000000,137500000,174800000,106200000,205900000,95300000,39000000
42800000,105000000,136900000,49100000,23300000,30000000,6500000
81200000,108000000,106900000,77200000,61600000,58600000,16100000
35600000,42900000,51100000,31200000,16800000,39200000,15500000
217100000,291000000,269300000,197300000,179600000,179200000,107400000
450900000,557600000,506200000,372900000,471500000,320500000,135700000
103600000,155700000,124600000,107400000,110800000,73200000,54000000
247200000,364000000,381200000,267300000,232000000,236300000,153100000
21000000,21100000,19500000,20500000,22000000,17600000,6000000
12500000,21500000,24100000,12300000,22000000,14300000,11100000
69100000,73800000,75800000,58400000,65100000,58500000,18900000
50700000,52600000,56500000,48100000,57600000,48300000,20600000
301000000,375800000,398100000,375700000,240200000,271000000,89300000
31600000,33500000,30400000,22300000,28800000,25300000,15000000
4267400000,5519400000,6039400000,5009900000,5222800000,3542400000,2568600000
53900000,81900000,68000000,54300000,33300000,49400000,6800000
44500000,65900000,70500000,53900000,45500000,48000000,15900000
34000000,38700000,40300000,33700000,39400000,28800000,19900000
2200000,2400000,3000000,2400000,0,2500000,1400000
22500000,51900000,57900000,29800000,36500000,22900000,12800000
5400000,7300000,6300000,5300000,9500000,6100000,3900000
18900000,25200000,38700000,21200000,35300000,20700000,17000000
10400000,11500000,13500000,11000000,1300000,8700000,5300000
100800000,136700000,129100000,110300000,81900000,85500000,72600000
24400000,54400000,58000000,34800000,38600000,33200000,25600000
4500000,1700000,5700000,3000000,13000000,2300000,500000
1200000,300000,1400000,1500000,0,1100000,1700000
10400000,12000000,19200000,16700000,10700000,7500000,17000000
1172500000,1244800000,1241100000,908900000,2007700000,855300000,157600000
1027400000,1293800000,1262300000,1018500000,760600000,993400000,276100000
44000000,48300000,57300000,45900000,32400000,46100000,5700000
7800000,6700000,9000000,9800000,0,4000000,2000000
69500000,71900000,77400000,91600000,79300000,83800000,61900000
20800000,22800000,29900000,21200000,1300000,27900000,2200000
65900000,104700000,86600000,67800000,28500000,63700000,38300000
10500000,18200000,15000000,14000000,48400000,13700000,16000000
200000,900000,500000,1200000,1300000,1500000,8700000
12300000,16800000,20000000,15700000,15200000,15700000,11400000
751300000,1093000000,1028800000,769600000,712300000,698100000,513300000
892100000,1153200000,1293400000,1016200000,859400000,920400000,693800000
8700000,2700000,5400000,6100000,20000000,4800000,32500000
108600000,157300000,203600000,148000000,137800000,161900000,175000000
43700000,35900000,89400000,64300000,39000000,70100000,44700000
14100000,19100000,19800000,17900000,16900000,18700000,14500000
15500000,22700000,49000000,18800000,38700000,28100000,42300000
20600000,27300000,63900000,31900000,3400000,24300000,23100000
22900000,39400000,56200000,31300000,30700000,36600000,53300000
24000000,39000000,49900000,32700000,34600000,39700000,39400000
55300000,93100000,123400000,90100000,1800000,92000000,89800000
46300000,73000000,107900000,74400000,99300000,83000000,87300000
247100000,407300000,531000000,351300000,329200000,417500000,386500000
4300000,7700000,5400000,2100000,10100000,8600000,7500000
79800000,115400000,115500000,113200000,71500000,98600000,51600000
57600000,63700000,84600000,74000000,45400000,73000000,47400000
12200000,17500000,22200000,13100000,3000000,11300000,2100000
36400000,60500000,87000000,44500000,37900000,55200000,22600000
73800000,113900000,190000000,115000000,110300000,148000000,131900000
37600000,59600000,66300000,45300000,60800000,48200000,45500000
100000,9000000,200000,400000,200000,100000,200000
106900000,129200000,104200000,75100000,98100000,64400000,27500000
30400000,48400000,64100000,43500000,39200000,52000000,17600000
3700000,4800000,5500000,3100000,7900000,4200000,4800000
2300000,1400000,2700000,1900000,0,2600000,2000000
22600000,43500000,46000000,33400000,28300000,26400000,18600000
453800000,539800000,522500000,276500000,85900000,46200000,72400000
18900000,26300000,30300000,18800000,7200000,23300000,13500000
22300000,29100000,34300000,24400000,29900000,21900000,14200000
11700000,21600000,19700000,20300000,5200000,14600000,16600000
18800000,27800000,36000000,29500000,21200000,31700000,24300000
18600000,25000000,39300000,25800000,23400000,29400000,29900000
19500000,26200000,35100000,25000000,25500000,26500000,23800000
52900000,86200000,83600000,53000000,70200000,50200000,38800000
264800000,313900000,313300000,225800000,219800000,123100000,31000000
99400000,118200000,136400000,100000000,98800000,79900000,57100000
7400000,9300000,9200000,8500000,7600000,7000000,4600000
1248800000,1423700000,1560700000,1266300000,1102300000,1157700000,323500000
1673000000,2022500000,1900600000,1751400000,1508900000,1430100000,566100000
4200000,6000000,8500000,8100000,5600000,5800000,4000000
169000000,264300000,275000000,208600000,137000000,180800000,143300000
14600000,24100000,16900000,21200000,12200000,22700000,17900000
15300000,16000000,13300000,11000000,11200000,11500000,8100000
22900000,25300000,20100000,21400000,15700000,18900000,8900000
19300000,75800000,65700000,23200000,18100000,20800000,28700000
78000000,109300000,98600000,108500000,115100000,106500000,55700000
15800000,5600000,20200000,19300000,0,12200000,7100000
59300000,55900000,65000000,44100000,43000000,34300000,14700000
33200000,38300000,38500000,32900000,28600000,28900000,19500000
42600000,53500000,71700000,51800000,103600000,48100000,33700000
263800000,388300000,475800000,292200000,392400000,294000000,122000000
42700000,38700000,66700000,51100000,37600000,51500000,18800000
56300000,59600000,70400000,56800000,48900000,49700000,30300000
71700000,90100000,119200000,78000000,41700000,67700000,44700000
41300000,29200000,37900000,35400000,109100000,29200000,14000000
121400000,187700000,177300000,186400000,145500000,161300000,128000000
193700000,333700000,368800000,299400000,230600000,258900000,201600000
20600000,38100000,54200000,33200000,36000000,31400000,21300000
68000000,38900000,105400000,99600000,112200000,111000000,8600000
16300000,23700000,25900000,20200000,11000000,18600000,11000000
254100000,343500000,356700000,285500000,241700000,262600000,129300000
189900000,313800000,340400000,214100000,166300000,190700000,92300000
57300000,103400000,140100000,105900000,35100000,83200000,40000000
31400000,27200000,37900000,21400000,18900000,18300000,8100000
69800000,88000000,101000000,69900000,25500000,69500000,40400000
68600000,92800000,85600000,78700000,52400000,61500000,30700000
62900000,61200000,80000000,61500000,61200000,61400000,43800000
13800000,21300000,27400000,15500000,5300000,12100000,8800000
400000,2700000,2400000,500000,400000,600000,70100000
37200000,43700000,46500000,43700000,52700000,46400000,98400000
148900000,186000000,269100000,152000000,167800000,145500000,93100000
70700000,119000000,140800000,100000000,86700000,79400000,40300000
27600000,34500000,49200000,35300000,26600000,21100000,7500000
116700000,158300000,181600000,120200000,51600000,110600000,63800000
324300000,558800000,604500000,417600000,400700000,438100000,299800000
52500000,46300000,61100000,59500000,21400000,46700000,15800000
266700000,392900000,386500000,270900000,303000000,259700000,153300000
19200000,17800000,18700000,15800000,20000000,10200000,500000
483000000,682500000,776000000,635200000,575900000,614500000,437900000
30700000,57400000,52400000,50300000,27500000,47000000,43500000
53600000,99700000,116400000,78300000,68300000,66900000,47900000
161700000,246000000,289600000,168800000,371500000,166600000,119400000
564000000,807300000,881700000,758300000,415700000,654300000,325000000
234200000,317200000,302400000,297300000,199700000,276200000,146200000
107000000,193500000,276000000,166700000,133500000,133900000,79800000
128100000,194200000,236000000,139000000,207200000,127700000,114200000
433600000,588900000,709200000,539700000,453600000,460700000,284800000
144300000,222100000,290200000,195100000,191500000,171600000,28200000
398400000,608300000,723500000,565900000,127400000,489700000,310300000
117400000,129700000,165500000,119400000,21800000,93600000,51000000
46000000,73600000,97800000,39800000,54400000,42000000,30600000
48900000,71400000,47600000,51300000,52300000,45900000,11000000
100000,0,300000,0,100000,300000,20800000
5900000,7600000,5700000,6500000,324500000,5600000,27000000
303100000,383000000,359000000,314200000,344900000,314200000,173600000
466300000,725700000,729200000,532400000,486000000,478400000,316300000
438200000,551500000,548700000,474100000,428500000,441200000,208800000
181400000,281800000,285300000,203300000,151700000,179400000,129800000
164800000,263200000,358300000,249200000,161200000,184100000,91900000
172800000,229600000,219600000,190200000,190600000,180700000,127100000
285400000,382800000,419600000,270700000,387800000,265800000,175400000
700400000,985300000,1031000000,747900000,626400000,651700000,287100000
356800000,436500000,441300000,325700000,341100000,318400000,59100000
128900000,120800000,142500000,111500000,134300000,116400000,43000000
248100000,304800000,312500000,222100000,256200000,220200000,27500000
93800000,133300000,89000000,85800000,81300000,81100000,12000000
53200000,79600000,84800000,52700000,90900000,68600000,41200000
74200000,97800000,107500000,87900000,37600000,78100000,43200000
341700000,569700000,550400000,369600000,342900000,300600000,169900000
11500000,22800000,18100000,19000000,18500000,12400000,15400000
3100000,3400000,3300000,3000000,0,3700000,5200000
200000,200000,100000,300000,12900000,200000,100000
43600000,52800000,61800000,45500000,55700000,41100000,35200000
13700000,22200000,40100000,19300000,5700000,19100000,12900000
14800000,19900000,20800000,11200000,13700000,14200000,11600000
21700000,34200000,56100000,27300000,3500000,27200000,15900000
61500000,78600000,93400000,82300000,23100000,68900000,41900000
5000000,6900000,19200000,12500000,5000000,4700000,6900000
58100000,48800000,81700000,46000000,21200000,55400000,36800000
104500000,85100000,118200000,66500000,35700000,77900000,63100000
66700000,126600000,151000000,98600000,116300000,97100000,74300000
17200000,33400000,17500000,14900000,11400000,66700000,152400000
10400000,2000000,19100000,13900000,11900000,12100000,7600000
1300000,1900000,500000,1000000,200000,1300000,1800000
8400000,5500000,4200000,2400000,10500000,12000000,10800000
19400000,19100000,28800000,21100000,2900000,17300000,8900000
6000000,8900000,9700000,7800000,8100000,9400000,200000
20300000,26800000,35200000,29300000,26500000,37000000,16300000
1500000,31600000,17200000,5900000,7700000,1800000,8000000
40900000,52500000,58000000,38600000,9900000,37200000,22300000
14800000,22000000,44600000,21200000,33400000,25100000,16700000
113400000,152200000,234700000,183300000,164300000,198100000,178700000
0,0,100000,100000,0,0,8100000
12300000,13300000,20800000,14300000,5400000,7900000,6900000
49100000,70800000,79700000,55700000,51300000,41100000,21700000
171500000,203400000,254800000,201100000,153900000,157400000,143100000
282700000,397200000,461800000,342000000,137900000,288500000,281300000
43800000,38700000,33200000,38900000,11100000,32700000,21400000
31500000,42900000,60300000,55100000,50700000,48100000,39500000
0,0,0,0,7400000,0,300000
10200000,17600000,16200000,11900000,10700000,12000000,0
53100000,46600000,34200000,34800000,18000000,32400000,65400000
2200000,2200000,2000000,2000000,4000000,1700000,800000
10500000,8800000,8100000,5700000,11400000,6900000,6700000
11100000,20200000,24300000,14600000,5500000,12000000,10600000
5400000,6100000,3800000,3900000,6000000,3300000,2600000
228800000,319000000,477200000,330900000,244100000,368000000,155600000
29400000,48100000,55000000,41300000,28500000,33100000,24300000
196400000,250300000,270400000,254400000,199500000,254800000,33400000
16000000,18800000,15200000,13300000,0,14000000,7400000
60700000,87200000,89800000,73400000,216600000,62900000,18000000
5200000,11700000,10700000,8900000,7800000,8600000,10700000
24000000,37300000,33800000,30300000,31500000,33800000,30100000
166400000,236100000,302200000,203400000,162500000,184000000,133500000
23000000,32100000,50700000,37800000,32500000,41500000,27900000
174800000,290100000,321900000,226300000,200800000,207600000,116400000
9100000,6200000,7100000,9100000,3600000,4400000,2500000
850900000,1109800000,1267900000,924500000,699800000,833600000,382000000
30400000,58200000,64100000,46200000,40300000,37800000,23800000
15100000,28400000,31100000,16800000,20700000,18900000,15200000
62100000,69700000,70200000,62600000,52700000,60900000,43300000
400000,300000,900000,300000,0,300000,100000
21600000,37600000,42200000,33800000,30900000,30300000,22200000
8100000,15800000,15000000,12000000,11700000,11200000,7600000
52800000,99200000,121700000,92300000,67600000,84000000,65100000
17800000,32800000,36100000,27900000,29500000,23900000,13200000
33300000,93300000,68700000,40600000,92000000,38200000,23700000
6200000,11300000,13900000,11400000,8600000,8600000,10100000
10400000,18700000,18000000,17000000,7800000,11900000,8100000
63000000,108100000,143500000,87700000,93500000,93400000,95600000
68800000,90600000,100000000,77600000,92200000,77500000,65400000
102500000,108300000,128700000,112600000,115100000,106400000,66500000
28100000,44700000,55600000,41900000,35300000,39300000,22900000
0,0,100000,0,0,0,2200000
1681300000,2049100000,1826900000,1549000000,1389500000,641900000,622300000
26600000,46000000,41500000,34800000,24100000,33500000,28500000
16300000,32700000,37300000,23200000,21700000,23800000,20800000
21900000,42200000,44100000,29800000,32600000,26800000,20600000
13200000,25300000,33900000,20500000,23200000,20100000,16600000
6700000,8600000,4900000,7700000,5900000,8100000,5200000
81200000,107100000,103700000,88600000,81000000,80900000,55300000
46500000,64100000,79400000,54500000,69500000,69800000,61400000
32700000,41000000,44900000,41300000,34100000,46800000,12300000
28400000,35700000,49300000,38900000,2500000,32900000,25200000
6700000,11000000,14000000,8500000,9300000,8900000,8600000
506800000,739100000,751800000,482200000,507700000,524200000,68400000
17900000,28100000,24200000,23900000,20300000,20500000,17400000
5000000,6600000,6000000,4600000,31800000,5100000,4800000
73300000,113700000,102400000,81700000,73600000,76400000,61900000
15800000,18100000,44500000,25600000,38000000,23600000,22100000
10100000,9800000,7500000,8400000,100000,7800000,3100000
204100000,279100000,287800000,223200000,210300000,215600000,158500000
50100000,76100000,77400000,61400000,47400000,64200000,53100000
118400000,166600000,167600000,130000000,106400000,133700000,89600000
11500000,19600000,23000000,18500000,17200000,20300000,21600000
9600000,35700000,29400000,20700000,15100000,9200000,4500000
33000000,40000000,39000000,24100000,28500000,21200000,13400000
259800000,310200000,249800000,217800000,192800000,48700000,119000000
15500000,5400000,18700000,600000,14000000,14900000,400000
800000,6700000,4000000,1100000,5200000,3700000,600000
500000,15200000,16400000,1000000,0,0,100000
493600000,593700000,561600000,494500000,422700000,396000000,198400000
3700000,5500000,4400000,4100000,0,3800000,1500000
237700000,366100000,327500000,272300000,202000000,190200000,86000000
21100000,24700000,26300000,18800000,60200000,26000000,14600000
4000000,2600000,5300000,5200000,500000,5500000,4700000
73600000,108600000,112800000,86200000,67500000,91200000,50200000
2900000,4400000,4900000,3500000,3200000,2400000,1300000
204400000,314800000,288200000,282000000,204500000,254300000,153100000
80700000,94400000,106600000,88700000,84500000,90300000,57500000
4300000,6900000,9500000,6500000,10100000,8200000,6900000
26800000,63300000,80000000,53000000,130900000,42400000,42100000
112700000,151700000,148100000,107700000,115300000,111900000,87700000
100000,100000,300000,200000,19900000,300000,200000
163300000,247600000,279300000,246600000,98900000,230400000,225700000
2600000,4300000,4100000,3300000,100000,3100000,2600000
12200000,19900000,26200000,19400000,18800000,24100000,18600000
15500000,23100000,31500000,28200000,22800000,23300000,16100000
149000000,135900000,164400000,115800000,133300000,78500000,40400000
7900000,0,600000,1900000,0,500000,1800000
10700000,14700000,10700000,13200000,2100000,12300000,6300000
22800000,33700000,38300000,31700000,25500000,36200000,18500000
109400000,128500000,149300000,116400000,57500000,109500000,61200000
18100000,26900000,28800000,23500000,11100000,20300000,19900000
3900000,9000000,9500000,4800000,4500000,2800000,4900000
307500000,384800000,417400000,286200000,308000000,174500000,78700000
183200000,265500000,279700000,181900000,161000000,173600000,29300000
82900000,116700000,153300000,100400000,96200000,80400000,52000000
2400000,4900000,1700000,3100000,2400000,2900000,200000
141900000,197400000,176400000,174100000,200600000,112300000,76700000
73500000,115700000,123300000,95300000,108000000,94000000,67700000
103200000,147200000,104300000,111600000,76500000,80700000,38100000
4600000,6300000,5500000,5100000,6100000,4000000,4100000
9300000,12100000,15200000,12500000,5400000,11100000,5300000
300000,200000,0,0,800000,1400000,29300000
29100000,34800000,29100000,22700000,168200000,20100000,2000000
32600000,49400000,35100000,44000000,50300000,46100000,30200000
69000000,115700000,74200000,109000000,67900000,105300000,80100000
0,100000,0,0,22400000,0,100000
300000,3200000,3500000,1600000,0,500000,0
36100000,48100000,50600000,45300000,33100000,42000000,34500000
18700000,40500000,41900000,28800000,41900000,28300000,26600000
302400000,395200000,426000000,353500000,290100000,311400000,191400000
31700000,53000000,47300000,43300000,37800000,44000000,10800000
2600000,6000000,11900000,6300000,5600000,6400000,5900000
39400000,76700000,100000000,74000000,44500000,58500000,29100000
39500000,55400000,71800000,45900000,40600000,40800000,24500000
92800000,112200000,157600000,101100000,128100000,108900000,94500000
12100000,15300000,16200000,16200000,12400000,13700000,10500000
10900000,11100000,18600000,14100000,6700000,11800000,10400000
900000,2400000,3000000,2300000,6900000,2500000,27800000
14400000,21000000,27900000,20300000,23700000,21900000,20600000
54700000,40700000,64300000,57600000,54900000,56700000,25500000
7300000,10900000,7300000,7200000,4300000,9100000,5700000
268900000,430500000,519400000,375800000,385200000,328400000,240900000
7800000,15400000,21200000,11700000,2200000,12400000,10200000
76400000,103700000,159400000,108400000,74400000,95300000,49000000
55300000,80100000,92700000,72200000,99100000,68100000,51400000
36300000,59400000,63000000,52900000,41900000,54400000,19300000
80500000,99900000,129900000,100900000,72100000,108300000,87400000
10700000,17000000,17300000,12900000,6200000,13800000,2800000
36000000,37300000,71200000,41600000,43200000,44800000,42400000
55700000,63700000,68500000,48900000,9900000,27900000,6100000
163900000,215700000,219900000,152800000,169900000,143100000,41900000
77100000,124500000,143400000,90800000,95600000,72900000,73800000
36000000,43200000,56400000,33000000,42500000,26700000,18600000
4600000,10600000,10100000,4100000,1600000,9100000,8000000
14200000,29700000,36900000,28800000,12700000,23200000,20700000
8700000,10500000,15700000,14000000,10100000,12900000,11900000
41600000,55400000,40200000,47800000,43600000,39000000,27600000
58500000,81600000,90800000,74600000,67300000,78900000,70600000
37000000,37900000,43000000,38000000,36700000,36700000,30000000
73800000,105900000,100900000,67900000,89500000,63900000,42300000
5600000,9100000,10000000,8000000,700000,5300000,1700000
77600000,119600000,145900000,101800000,115300000,86700000,61000000
4900000,7400000,7800000,6700000,5400000,6300000,16500000
5100000,6600000,7100000,6000000,400000,6700000,5600000
31200000,38000000,74600000,23100000,54100000,26500000,33400000
70600000,116000000,115200000,101600000,62800000,84200000,58000000
209000000,155300000,215100000,126700000,211100000,144900000,56900000
90900000,122600000,126700000,108000000,93900000,99900000,60000000
2300000,2400000,2200000,2000000,0,2000000,1000000
54300000,84400000,105500000,68700000,72100000,78500000,59400000
179000000,232900000,235000000,173300000,203700000,176100000,79000000
49600000,54800000,41900000,36300000,69000000,25600000,18400000
119000000,120400000,99900000,100900000,98000000,66200000,32900000
5200000,8300000,14900000,9100000,9800000,9100000,7600000
27500000,47700000,47800000,33900000,34400000,25100000,18100000
36300000,63100000,71200000,57700000,46800000,51300000,32200000
219600000,306600000,290300000,208300000,195500000,208100000,48400000
8800000,15500000,15000000,10000000,10600000,13000000,15100000
19500000,34800000,38300000,32700000,42200000,40100000,37400000
74800000,85400000,110900000,95400000,79500000,84600000,137700000
4500000,3000000,6700000,6700000,9900000,5800000,3700000
79000000,115700000,133000000,111900000,85200000,99800000,80600000
12500000,14200000,16400000,11200000,6100000,13100000,1100000
57200000,92600000,70200000,55700000,48900000,59000000,21900000
33200000,55800000,54900000,30300000,26100000,23400000,11500000
391500000,509300000,483200000,388800000,415000000,393800000,265300000
66500000,27600000,25100000,33200000,58300000,39700000,55100000
129400000,294700000,220200000,173600000,81400000,148500000,100500000
153000000,215000000,265300000,199800000,113900000,188400000,176500000
42200000,62700000,62900000,40800000,48700000,33700000,36400000
16200000,19000000,19400000,19200000,13000000,11900000,7000000
81100000,109100000,97600000,77900000,26200000,73800000,17900000
7000000,7400000,6300000,5800000,6400000,5400000,2700000
427000000,694300000,791700000,551600000,552000000,479600000,398900000
657700000,970000000,1014700000,774500000,705900000,640000000,409000000
48700000,69600000,70400000,56300000,32300000,45800000,36200000
196200000,296900000,340100000,249100000,167500000,228100000,119700000
29000000,60400000,64800000,40900000,24000000,34300000,18600000
91900000,135200000,182800000,126600000,113100000,96300000,69700000
42000000,76300000,95900000,61300000,53200000,55000000,29200000
3400000,4300000,3600000,3200000,0,3300000,2000000
57100000,80500000,67000000,56500000,53100000,46500000,5200000
15400000,31900000,31700000,19500000,26500000,22700000,37200000
15100000,33200000,29400000,25200000,19500000,22100000,22000000
40500000,55900000,61900000,51500000,1800000,47600000,600000
13500000,21400000,32100000,21700000,15600000,20300000,10800000
0,0,100000,0,1400000,200000,0
10500000,16100000,9800000,9800000,29600000,9600000,8900000
32200000,32100000,26200000,28400000,26500000,28000000,20500000
2200000,1100000,5400000,2100000,52500000,5000000,3900000
24200000,37400000,67000000,30700000,16000000,33700000,7100000
127400000,170100000,154200000,115700000,87600000,25800000,59400000
13300000,19300000,14600000,14000000,6800000,14800000,9400000
