Protein_Abund (median),Protein_Abund?median?,ear_Abund(median),embryo_Abund(median),Ear_Abund(median),Root_Abund(median),Embryo_Abund(median),Tassel_Abund?median?,Tassel_Abund?median?,Root_Abund?median?,Root_Abund(median),Embryo_Abund(median)
,,3.19E+05,1.52E+06,3.27E+05,2.49E+06,1.66E+06,4.62E+05,4.26E+05,1.59E+06,1.25E+06,3.99E+06
,,5.37E+05,1.82E+06,4.56E+06,2.95E+05,1.40E+05,5.79E+05,6.55E+05,8.86E+06,7.46E+05,6.92E+04
,,3.27E+05,1.83E+06,1.31E+07,5.62E+06,6.90E+05,9.17E+04,6.33E+05,2.93E+05,1.01E+06,7.12E+07
,,4.56E+06,2.24E+06,5.07E+05,1.64E+06,5.32E+06,1.21E+06,1.37E+05,6.82E+04,9.66E+05,1.39E+05
,,6.59E+05,1.46E+06,1.84E+06,5.93E+04,1.35E+06,6.27E+05,9.18E+04,1.25E+06,1.57E+06,3.77E+06
,,1.69E+05,8.14E+05,6.54E+07,1.03E+06,9.22E+05,4.98E+04,3.96E+05,1.15E+05,2.21E+05,7.10E+05
,,1.30E+05,1.28E+06,1.26E+06,4.30E+05,3.35E+05,1.09E+06,1.87E+04,1.89E+05,1.30E+05,5.98E+05
,,1.44E+05,5.42E+04,1.39E+05,3.74E+05,1.67E+06,2.99E+05,5.47E+05,1.47E+06,5.84E+06,1.57E+05
,,6.54E+07,1.17E+07,1.50E+06,2.31E+05,1.16E+07,2.75E+06,8.55E+04,7.46E+05,1.28E+05,7.07E+05
,,5.40E+05,1.25E+05,2.61E+06,5.60E+06,1.12E+07,6.70E+05,2.96E+05,9.66E+05,6.61E+04,4.22E+05
,,5.45E+05,2.70E+06,1.77E+06,6.24E+05,1.28E+04,4.54E+04,1.28E+06,2.65E+05,3.95E+05,1.66E+05
,,6.16E+04,2.26E+05,4.39E+05,1.69E+05,1.39E+06,2.20E+05,1.65E+06,2.21E+05,1.05E+07,3.82E+06
,,4.39E+05,1.37E+06,2.10E+06,7.38E+05,1.48E+06,1.22E+05,1.02E+05,7.55E+05,7.14E+05,1.12E+05
,,1.18E+05,6.20E+05,1.67E+06,7.36E+06,1.56E+05,4.07E+05,1.12E+06,5.84E+06,2.48E+05,1.55E+06
,,3.66E+05,1.16E+06,7.36E+05,2.40E+05,1.88E+07,5.07E+06,8.28E+05,2.35E+06,1.88E+05,1.29E+07
,,2.52E+05,8.80E+04,1.77E+05,5.47E+05,1.70E+05,4.21E+05,1.89E+06,8.46E+05,1.90E+07,2.03E+05
,,1.25E+05,7.89E+05,3.13E+05,6.69E+05,4.05E+07,2.30E+06,1.72E+05,6.61E+04,4.10E+06,1.96E+06
,,1.55E+05,6.88E+05,4.51E+05,1.43E+05,3.38E+05,7.75E+05,7.58E+05,3.10E+04,4.63E+06,1.51E+06
,,7.30E+04,3.04E+04,2.27E+05,5.94E+05,1.77E+06,6.01E+05,7.75E+05,3.44E+05,1.05E+06,3.34E+05
,,3.76E+04,1.11E+06,2.27E+06,1.08E+06,2.47E+07,3.25E+04,1.90E+06,8.42E+05,5.28E+05,1.80E+06
,,3.76E+07,8.06E+07,2.66E+06,6.38E+06,3.94E+05,9.87E+05,3.81E+06,1.05E+07,1.26E+06,2.64E+05
,,2.36E+04,6.75E+04,2.36E+04,3.37E+05,3.50E+06,1.10E+06,1.41E+05,7.14E+05,1.56E+05,6.61E+05
,,4.10E+06,1.26E+07,2.00E+06,2.84E+05,1.26E+05,4.54E+05,3.16E+06,1.88E+05,1.91E+05,7.58E+05
,,1.49E+06,8.57E+06,2.27E+06,1.08E+06,2.62E+05,9.97E+04,6.74E+05,1.24E+05,1.79E+05,2.54E+06
,,1.49E+06,6.36E+05,4.13E+06,1.31E+06,2.78E+07,4.70E+05,3.58E+05,6.25E+03,2.55E+05,8.98E+04
,,1.43E+05,5.77E+05,8.35E+04,2.25E+05,1.60E+06,5.37E+05,8.79E+05,4.10E+06,3.73E+05,1.04E+06
,,1.94E+06,6.70E+05,9.61E+05,3.62E+05,3.22E+05,1.34E+05,2.07E+05,1.05E+06,4.04E+05,2.76E+07
,,8.99E+04,9.15E+05,4.10E+06,2.55E+05,1.82E+05,1.08E+06,1.59E+06,6.09E+06,3.69E+06,1.15E+06
,,9.82E+04,2.48E+06,3.03E+05,7.69E+05,1.45E+06,3.82E+05,6.73E+05,2.69E+05,4.60E+05,5.03E+06
,,7.12E+05,4.72E+06,7.69E+04,1.71E+05,1.71E+05,9.49E+05,1.33E+06,5.55E+05,2.79E+05,5.50E+04
,,3.68E+05,8.77E+05,7.80E+05,1.75E+06,4.76E+04,1.31E+05,2.10E+06,3.13E+05,1.64E+05,7.43E+05
,,6.33E+05,1.29E+05,3.06E+04,3.30E+05,3.85E+05,1.92E+06,1.13E+06,1.91E+05,6.28E+05,2.11E+06
,,1.21E+05,2.76E+05,9.64E+04,2.71E+05,4.97E+05,1.08E+05,3.76E+05,1.88E+06,6.77E+05,1.48E+05
,,2.78E+06,7.91E+06,2.97E+05,1.17E+05,1.04E+05,4.96E+04,4.66E+06,2.46E+05,4.61E+05,1.94E+06
,,6.21E+05,1.66E+06,9.82E+04,4.92E+06,7.81E+05,3.13E+06,6.33E+05,6.53E+04,6.94E+04,1.75E+05
,,5.12E+05,1.40E+05,1.59E+05,3.18E+05,7.95E+05,1.01E+05,1.24E+06,3.69E+06,6.02E+06,5.71E+05
,,2.54E+05,6.90E+05,7.12E+05,4.93E+06,4.27E+04,2.71E+05,3.56E+06,4.60E+05,2.42E+05,6.33E+05
,,7.07E+05,5.32E+06,4.77E+05,2.31E+05,1.83E+05,4.06E+04,7.65E+05,3.06E+06,5.74E+06,1.32E+07
,,7.47E+04,9.22E+05,2.78E+06,7.28E+06,1.61E+06,4.46E+05,6.44E+05,6.13E+04,3.15E+05,6.82E+05
,,1.40E+06,2.09E+05,1.20E+05,3.72E+05,2.65E+06,6.99E+05,6.73E+05,1.26E+05,5.34E+05,9.63E+06
,,2.02E+05,1.67E+06,2.83E+05,4.02E+04,1.29E+07,3.79E+06,1.34E+06,1.64E+05,8.44E+04,2.22E+05
,,3.61E+06,1.16E+07,5.97E+05,2.47E+05,1.22E+06,3.89E+05,1.62E+05,6.59E+04,4.79E+05,7.11E+06
,,2.09E+05,1.39E+06,2.69E+05,3.38E+06,1.14E+07,5.43E+06,5.11E+05,1.36E+05,4.15E+05,2.69E+06
,,1.23E+05,1.48E+06,4.96E+04,2.76E+06,7.51E+05,1.33E+05,2.35E+05,1.65E+06,2.54E+07,1.24E+06
,,4.57E+05,1.56E+05,5.12E+05,1.91E+05,1.01E+06,8.54E+04,1.89E+06,6.28E+05,1.28E+06,6.33E+05
,,2.01E+05,1.71E+06,5.12E+05,3.92E+06,2.31E+06,3.79E+05,3.18E+06,7.90E+05,6.93E+06,1.75E+06
,,3.69E+06,7.61E+06,2.02E+05,6.68E+05,1.27E+06,3.95E+05,3.77E+05,6.94E+04,5.87E+06,2.37E+05
,,5.59E+06,1.88E+07,5.28E+06,2.39E+06,3.51E+05,1.43E+06,7.12E+05,6.02E+06,2.95E+05,7.08E+04
,,7.01E+05,1.70E+05,6.16E+05,1.26E+06,8.62E+05,1.94E+05,2.58E+06,5.34E+05,2.12E+06,9.80E+05
,,6.11E+05,1.43E+05,6.46E+05,2.11E+05,1.03E+05,3.79E+05,8.95E+05,3.56E+06,4.24E+06,1.03E+07
,,3.28E+06,4.05E+07,3.90E+06,1.52E+06,1.75E+05,3.02E+04,2.98E+05,3.90E+04,1.04E+05,1.17E+06
,,1.15E+05,5.55E+04,1.51E+06,2.39E+05,2.22E+07,8.54E+06,1.58E+04,4.49E+04,2.48E+05,2.74E+06
,,2.13E+05,6.73E+04,3.69E+06,4.71E+05,3.36E+06,7.34E+05,1.83E+05,8.44E+04,4.37E+06,7.51E+05
,,8.93E+04,2.62E+05,4.86E+06,6.74E+05,1.62E+07,5.71E+06,8.63E+05,3.91E+05,1.36E+05,5.11E+05
,,1.06E+06,3.94E+05,6.34E+05,1.80E+06,2.95E+05,6.27E+05,1.91E+06,8.28E+06,2.12E+06,2.42E+05
,,5.42E+05,3.50E+06,3.28E+06,2.41E+05,5.87E+05,1.79E+05,3.65E+05,1.28E+06,1.09E+06,8.97E+04
,,3.36E+06,6.49E+05,1.86E+05,3.11E+06,4.59E+05,1.19E+06,2.46E+06,6.93E+06,2.70E+05,1.20E+06
,,1.96E+05,5.24E+05,7.19E+05,2.84E+05,1.38E+06,4.30E+05,1.78E+05,4.13E+05,4.01E+05,1.69E+05
,,5.50E+04,2.62E+05,3.39E+05,1.47E+06,2.10E+06,9.44E+05,2.15E+05,6.25E+05,1.14E+06,3.86E+05
,,8.05E+05,2.78E+07,2.13E+05,5.00E+04,2.22E+06,7.82E+05,4.22E+05,3.40E+04,2.22E+05,7.18E+05
,,5.32E+05,1.60E+06,3.12E+06,8.10E+05,6.16E+07,2.46E+06,1.30E+05,2.97E+06,6.78E+06,4.23E+04
,,1.14E+06,1.82E+05,1.06E+06,3.82E+05,1.49E+06,6.57E+05,1.18E+05,8.11E+05,2.41E+05,5.09E+05
,,5.17E+05,1.45E+06,2.41E+06,1.66E+05,2.15E+06,8.53E+05,1.29E+05,5.87E+06,4.50E+05,1.11E+06
,,3.50E+05,1.67E+05,7.18E+05,2.59E+05,5.38E+06,8.60E+05,2.54E+05,1.08E+05,1.63E+05,2.31E+06
,,1.12E+05,4.76E+04,2.09E+06,1.63E+05,1.90E+06,5.08E+06,1.53E+05,3.22E+05,7.40E+05,1.69E+06
,,5.64E+05,1.40E+05,7.73E+04,1.58E+05,3.35E+05,1.38E+06,4.01E+05,1.23E+06,1.14E+05,2.93E+06
,,2.07E+05,6.74E+05,1.72E+05,7.71E+05,9.12E+04,6.33E+05,8.66E+06,3.61E+07,1.79E+06,3.71E+05
,,1.04E+06,3.85E+05,3.36E+06,2.23E+05,4.92E+05,1.58E+05,1.30E+07,4.24E+06,2.06E+05,9.23E+05
,,5.11E+04,1.04E+05,2.83E+05,4.91E+04,1.15E+07,9.75E+05,9.40E+05,2.48E+05,1.82E+06,8.57E+05
,,5.67E+04,1.72E+05,1.11E+05,1.73E+06,7.93E+05,2.99E+05,6.99E+05,1.65E+06,4.96E+05,2.26E+05
,,2.91E+06,7.81E+05,5.50E+04,9.26E+05,4.69E+06,6.43E+05,1.16E+06,1.36E+05,2.42E+05,1.07E+06
,,2.05E+05,4.27E+04,5.32E+05,4.61E+06,4.53E+05,1.45E+05,1.74E+05,4.01E+05,2.07E+05,2.19E+06
,,4.39E+04,3.87E+05,6.14E+05,1.58E+05,7.28E+05,3.25E+05,1.90E+05,9.86E+06,2.76E+06,6.76E+06
,,1.36E+05,3.19E+05,2.07E+05,7.52E+05,7.78E+05,1.27E+05,6.95E+05,1.90E+05,2.02E+05,1.21E+06
,,1.17E+06,8.10E+04,1.31E+05,2.75E+05,2.31E+05,7.77E+05,2.02E+05,1.14E+06,2.35E+06,1.08E+07
,,4.54E+05,1.61E+06,2.91E+06,9.21E+05,2.16E+05,5.44E+05,7.10E+04,6.78E+06,5.45E+06,1.55E+05
,,6.58E+05,2.65E+06,9.56E+05,1.97E+06,3.99E+06,9.02E+05,3.76E+05,1.88E+06,1.39E+06,1.78E+05
,,7.38E+05,1.51E+06,1.43E+06,3.86E+05,1.54E+06,5.47E+05,4.84E+04,2.76E+05,2.54E+06,2.20E+05
,,1.26E+06,5.35E+05,5.89E+05,1.77E+06,2.91E+06,7.05E+05,1.66E+06,7.69E+05,3.51E+06,7.69E+06
,,2.84E+06,1.29E+07,4.01E+05,1.19E+06,1.70E+06,7.44E+05,3.12E+05,1.38E+06,2.90E+05,1.61E+06
,,1.18E+05,5.99E+05,1.22E+06,2.59E+06,3.65E+05,7.88E+05,3.95E+05,1.79E+06,1.21E+06,5.86E+05
,,3.03E+05,1.22E+06,6.46E+05,2.11E+05,7.12E+07,7.84E+05,3.29E+04,1.95E+05,4.72E+05,1.27E+05
,,3.58E+05,1.28E+05,3.55E+05,1.29E+05,1.39E+05,2.96E+05,1.89E+05,5.45E+06,1.02E+06,2.30E+05
,,1.01E+05,7.51E+05,6.45E+05,1.18E+05,1.75E+05,3.02E+04,2.92E+05,1.09E+05,2.75E+05,9.47E+04
,,6.97E+05,3.38E+05,6.86E+04,1.69E+05,3.20E+06,1.10E+06,7.51E+05,3.63E+05,7.02E+04,3.74E+06
,,4.13E+04,2.62E+06,1.36E+05,7.08E+05,2.58E+05,1.09E+05,5.80E+06,2.70E+06,8.25E+04,7.93E+06
,,1.71E+05,1.01E+06,1.10E+06,6.36E+06,1.57E+05,1.12E+06,3.06E+06,7.95E+06,2.81E+06,3.29E+05
,,3.93E+05,9.61E+04,2.31E+06,6.60E+05,7.07E+05,2.52E+05,3.69E+05,2.54E+06,1.69E+05,1.03E+06
,,9.84E+04,3.66E+04,1.17E+06,7.50E+04,4.22E+05,1.72E+05,6.12E+04,1.38E+05,3.06E+05,2.97E+06
,,4.34E+05,2.14E+05,1.33E+05,2.75E+05,7.32E+05,2.13E+05,1.42E+06,3.25E+05,7.00E+05,2.43E+05
,,2.57E+05,9.33E+04,1.26E+06,4.37E+05,3.42E+05,1.90E+06,3.96E+06,3.06E+05,1.40E+05,6.92E+05
,,9.14E+05,3.51E+05,1.47E+06,2.95E+05,1.37E+06,5.19E+05,1.34E+05,5.99E+05,1.53E+06,3.99E+05
,,1.00E+07,2.22E+07,3.76E+05,4.03E+04,1.55E+06,3.50E+05,1.08E+05,7.00E+05,6.42E+05,1.63E+05
,,5.80E+06,1.62E+07,2.84E+06,1.93E+07,1.29E+07,3.16E+06,1.69E+06,1.40E+05,4.27E+05,1.08E+06
,,9.45E+05,4.06E+05,7.42E+05,1.34E+05,3.35E+05,9.27E+04,7.71E+04,4.81E+05,2.30E+05,1.25E+06
,,1.95E+06,4.59E+05,1.48E+06,2.49E+05,1.83E+05,6.74E+05,5.89E+05,1.34E+06,3.57E+06,1.69E+06
,,5.19E+05,1.38E+06,8.16E+05,7.47E+06,1.96E+06,8.79E+05,2.61E+05,6.42E+05,2.82E+05,7.70E+06
,,1.03E+05,3.30E+05,8.94E+05,1.80E+06,1.19E+07,1.59E+06,1.27E+06,2.94E+06,1.39E+06,1.50E+05
,,1.44E+06,6.16E+07,1.01E+06,1.97E+05,1.80E+06,5.87E+05,2.93E+05,1.39E+06,1.42E+07,5.47E+06
,,2.29E+05,6.16E+05,1.13E+06,2.36E+05,1.77E+05,4.30E+05,6.06E+06,1.42E+07,3.68E+06,1.18E+06
,,1.05E+06,1.41E+05,3.93E+05,5.51E+06,3.64E+05,1.57E+05,1.24E+06,5.50E+06,1.29E+04,1.24E+06
,,1.00E+06,2.15E+06,9.84E+04,3.32E+04,4.08E+04,5.52E+05,3.33E+06,1.38E+06,1.29E+06,5.23E+06
,,7.30E+05,5.38E+06,4.15E+05,1.00E+06,7.62E+03,3.67E+05,2.91E+06,1.29E+06,2.62E+05,8.48E+04
,,8.93E+04,4.22E+05,6.51E+05,2.82E+05,2.86E+05,1.33E+06,2.04E+05,1.33E+06,2.33E+06,2.34E+05
,,2.90E+05,1.27E+06,2.44E+06,5.15E+05,2.48E+06,5.29E+05,1.12E+05,3.04E+05,3.04E+05,1.04E+05
,,2.34E+06,5.97E+06,1.22E+06,1.01E+05,3.23E+06,1.56E+06,7.54E+05,3.47E+05,5.54E+05,1.35E+06
,,1.36E+06,5.37E+05,2.57E+05,9.79E+04,6.74E+05,1.41E+05,3.97E+05,1.18E+05,1.50E+06,4.00E+04
,,4.34E+06,9.30E+06,2.00E+05,1.51E+06,6.61E+05,2.91E+05,3.60E+05,8.43E+05,1.53E+05,7.15E+05
,,1.01E+06,3.35E+05,1.96E+05,4.21E+05,9.17E+05,2.10E+06,2.50E+06,7.58E+05,1.47E+06,2.67E+05
,,7.90E+05,9.12E+04,1.14E+05,3.28E+05,6.01E+05,2.30E+05,1.89E+05,4.57E+05,7.58E+05,2.14E+06
,,1.43E+05,4.92E+05,5.80E+06,1.25E+07,2.76E+07,5.10E+05,7.09E+05,1.60E+05,4.05E+06,1.33E+06
,,5.49E+05,1.15E+07,5.29E+05,6.15E+04,2.79E+06,7.65E+05,1.12E+07,2.27E+05,1.81E+06,1.17E+05
,,3.78E+05,7.93E+05,1.95E+06,6.87E+05,5.51E+05,1.51E+05,8.65E+05,2.69E+06,4.75E+05,1.52E+06
,,1.17E+06,4.69E+06,5.13E+05,1.03E+07,1.14E+05,5.11E+05,2.82E+06,4.75E+05,1.27E+06,3.90E+05
,,2.12E+05,4.53E+05,2.21E+05,5.30E+05,2.20E+07,3.40E+05,2.99E+05,2.08E+04,1.13E+07,2.56E+05
,,3.82E+05,5.95E+04,2.65E+05,1.02E+06,1.02E+06,2.35E+05,2.92E+06,1.13E+07,2.19E+05,4.77E+05
,,6.23E+05,2.16E+05,7.30E+05,3.82E+06,1.50E+06,4.23E+05,1.46E+06,2.19E+05,6.31E+05,1.81E+06
,,1.38E+06,3.99E+06,8.93E+04,4.03E+05,1.48E+05,6.70E+05,1.32E+06,1.91E+05,4.47E+05,9.44E+05
,,2.56E+04,1.96E+05,3.58E+05,1.14E+05,1.94E+06,3.06E+05,4.76E+05,5.18E+06,5.18E+06,3.12E+05
,,3.92E+05,1.54E+06,4.25E+05,1.79E+05,4.33E+06,2.14E+06,7.75E+05,3.44E+05,7.25E+05,1.96E+05
,,8.69E+05,2.91E+06,2.24E+05,1.59E+06,1.75E+05,3.77E+05,7.69E+06,1.97E+07,1.34E+05,1.85E+06
,,1.20E+06,7.12E+07,6.60E+05,8.86E+06,6.33E+05,2.84E+05,5.18E+05,2.45E+05,1.97E+07,2.69E+06
,,8.86E+05,2.14E+06,2.40E+05,1.15E+05,9.63E+06,2.58E+06,2.74E+05,1.81E+06,9.02E+05,5.81E+04
,,3.00E+05,1.12E+05,9.97E+05,2.47E+05,5.74E+05,1.04E+05,2.39E+05,4.07E+06,5.74E+05,1.96E+05
,,1.06E+06,1.57E+05,7.90E+05,2.93E+05,4.93E+04,1.58E+04,1.85E+05,9.02E+05,1.82E+05,8.71E+05
,,1.27E+05,7.07E+05,1.43E+05,3.01E+05,1.18E+06,4.38E+05,1.71E+05,5.74E+05,1.92E+06,5.11E+05
,,2.66E+05,7.32E+05,9.98E+05,3.97E+05,2.69E+06,2.53E+05,5.31E+05,1.92E+06,1.50E+06,6.32E+05
,,2.11E+06,3.42E+05,3.16E+05,2.28E+06,6.39E+06,1.91E+06,7.41E+05,1.50E+06,1.78E+05,2.13E+06
,,6.59E+05,1.37E+06,7.58E+05,2.57E+05,3.06E+05,1.23E+05,2.44E+05,8.76E+05,1.61E+06,3.10E+05
,,3.50E+05,1.67E+05,1.16E+05,1.25E+06,2.88E+05,1.03E+06,2.43E+05,1.61E+06,1.14E+06,1.83E+05
,,3.41E+05,1.55E+06,4.31E+05,1.15E+05,5.77E+04,1.70E+05,3.97E+05,8.46E+05,2.16E+05,8.63E+05
,,2.97E+06,1.29E+07,1.05E+06,5.69E+04,5.48E+04,1.27E+05,2.17E+05,1.14E+06,9.11E+06,3.81E+06
,,5.36E+05,1.56E+06,3.92E+05,1.47E+06,1.12E+05,5.01E+05,5.17E+05,2.16E+05,4.62E+04,9.57E+04
,,5.99E+04,3.35E+05,2.93E+04,7.46E+05,1.71E+05,9.49E+05,1.03E+06,2.35E+05,7.15E+05,4.52E+06
,,8.10E+05,1.83E+05,1.27E+05,9.66E+05,2.30E+05,9.43E+04,8.86E+04,2.36E+05,9.39E+05,2.01E+06
,,8.78E+05,1.96E+06,1.31E+06,2.65E+05,8.44E+04,2.33E+05,5.26E+05,1.41E+06,1.80E+05,4.06E+05
,,8.63E+05,1.19E+07,1.65E+05,5.96E+05,7.08E+04,2.19E+05,2.74E+05,1.35E+05,2.08E+05,4.11E+04
,,8.61E+05,1.89E+06,1.42E+06,2.21E+05,2.07E+07,8.66E+06,1.20E+05,9.53E+05,2.36E+02,2.82E+05
,,3.63E+05,1.77E+05,4.59E+05,1.80E+06,1.17E+06,6.90E+04,1.89E+06,8.43E+05,1.22E+05,1.20E+07
,,8.77E+05,4.08E+04,2.78E+05,7.55E+05,1.71E+05,9.49E+05,2.05E+06,9.39E+05,2.31E+05,2.39E+06
,,1.01E+06,2.86E+05,1.06E+06,5.84E+06,7.51E+05,2.06E+06,9.70E+04,2.08E+05,3.83E+04,1.46E+06
,,8.24E+05,2.48E+06,3.58E+05,6.61E+04,8.04E+05,1.15E+05,1.02E+06,4.05E+06,5.83E+05,1.73E+05
,,2.95E+05,1.95E+06,1.91E+05,3.95E+05,7.39E+05,3.62E+05,9.40E+04,2.58E+05,2.57E+06,1.83E+05
,,3.76E+05,9.61E+05,1.27E+06,3.10E+04,1.08E+07,3.66E+06,1.28E+06,2.65E+05,1.45E+05,9.01E+05
,,1.69E+05,2.54E+06,8.51E+05,3.44E+05,4.90E+04,9.94E+05,5.84E+05,3.83E+04,1.50E+05,5.35E+04
,,6.53E+04,2.53E+06,2.40E+06,8.84E+05,1.20E+06,5.91E+05,3.29E+05,1.22E+05,1.92E+06,2.56E+05
,,2.53E+05,6.01E+05,2.11E+06,8.42E+05,3.16E+07,2.54E+05,4.71E+05,2.44E+06,9.81E+05,3.85E+05
,,3.09E+06,1.13E+06,3.50E+06,1.05E+07,2.09E+06,3.48E+05,2.28E+05,4.73E+05,8.43E+05,7.58E+04
,,4.10E+05,2.76E+07,2.97E+06,1.88E+05,8.89E+05,2.66E+05,2.04E+05,2.57E+06,1.09E+07,3.93E+07
,,1.00E+06,3.73E+05,8.10E+05,1.24E+05,7.18E+05,3.58E+05,1.22E+06,1.45E+05,9.32E+06,3.64E+06
,,3.16E+04,4.87E+05,4.98E+05,6.25E+03,5.09E+05,1.25E+05,4.05E+05,1.71E+06,3.29E+04,3.93E+05
,,2.52E+06,1.15E+06,8.78E+05,4.10E+06,2.18E+05,4.88E+05,1.60E+05,1.92E+06,1.32E+06,1.61E+05
,,1.18E+06,5.03E+06,1.07E+06,4.63E+06,6.48E+06,3.07E+06,1.63E+05,8.43E+05,1.11E+06,1.64E+07
,,5.86E+05,2.79E+06,3.66E+05,1.05E+06,2.57E+06,7.02E+05,5.82E+05,2.42E+06,4.00E+05,1.10E+06
,,4.94E+05,1.05E+06,2.00E+05,8.40E+04,2.50E+06,1.02E+06,4.60E+06,1.75E+06,3.18E+06,1.39E+06
,,9.92E+04,5.51E+05,8.63E+05,6.09E+06,1.86E+05,3.92E+05,4.79E+05,1.53E+05,4.00E+05,1.58E+05
,,3.03E+05,5.36E+04,1.71E+06,6.60E+05,2.31E+06,8.65E+04,1.41E+05,6.60E+04,2.53E+06,4.63E+05
,,1.61E+06,7.43E+05,6.73E+04,1.26E+06,6.59E+05,2.73E+05,3.53E+05,1.02E+06,2.87E+06,4.68E+07
,,5.33E+05,1.14E+05,2.22E+06,1.10E+06,2.31E+05,7.77E+05,4.50E+05,8.23E+04,5.99E+04,1.44E+05
,,9.37E+04,2.20E+07,1.69E+06,3.13E+05,8.44E+04,2.33E+05,2.41E+06,9.70E+05,4.01E+06,8.78E+05
,,2.28E+05,1.02E+06,8.42E+05,1.91E+05,4.98E+05,1.72E+05,1.33E+06,9.32E+06,8.55E+05,1.63E+05
,,2.30E+05,1.50E+06,2.40E+05,1.88E+06,2.93E+06,5.56E+05,6.47E+05,3.29E+04,6.13E+05,3.04E+05
,,9.62E+04,3.78E+04,7.78E+04,2.55E+05,1.82E+05,3.69E+05,4.68E+05,1.11E+06,2.10E+06,6.49E+07
,,6.27E+05,1.48E+05,3.22E+06,3.73E+05,9.23E+05,1.20E+05,4.33E+05,6.73E+04,4.00E+05,1.12E+05
,,1.20E+05,1.94E+06,4.60E+06,2.46E+05,5.47E+04,1.28E+05,1.98E+05,2.53E+06,1.39E+07,4.71E+05
,,1.95E+06,4.33E+06,3.09E+06,1.33E+06,4.76E+05,1.65E+06,3.60E+05,9.42E+05,5.96E+06,1.31E+07
,,3.76E+05,1.75E+05,3.16E+04,2.19E+05,1.07E+06,1.06E+05,4.97E+05,1.77E+06,1.64E+05,4.58E+05
,,6.01E+06,1.32E+07,5.86E+05,3.06E+06,2.19E+06,4.00E+05,1.37E+05,5.99E+04,2.84E+05,1.54E+06
,,5.41E+05,1.54E+05,8.28E+04,2.79E+05,2.83E+05,3.29E+04,8.76E+05,1.07E+05,4.12E+05,1.21E+06
,,2.87E+06,9.63E+06,3.06E+04,3.30E+05,3.39E+04,1.56E+05,1.40E+05,8.55E+05,1.64E+05,4.31E+05
,,2.39E+05,5.74E+05,5.51E+05,6.13E+04,1.21E+06,2.92E+05,5.74E+05,8.14E+04,3.23E+05,1.38E+06
,,1.74E+04,4.93E+04,1.03E+06,5.00E+06,1.17E+06,5.63E+05,9.40E+04,2.58E+05,1.92E+05,1.69E+06
,,9.36E+04,1.18E+06,5.43E+05,1.26E+05,2.11E+05,6.12E+04,2.70E+05,1.24E+07,1.06E+06,5.23E+06
,,2.23E+05,2.69E+06,1.61E+06,1.64E+05,1.72E+06,5.41E+05,3.00E+05,6.13E+05,1.21E+06,4.41E+05
,,2.86E+05,8.49E+05,1.35E+05,6.59E+04,4.44E+05,2.05E+05,1.32E+05,2.90E+05,1.14E+05,8.45E+05
,,1.76E+06,6.39E+06,5.33E+05,1.36E+05,1.27E+05,5.52E+05,8.83E+04,4.00E+05,2.21E+04,4.36E+05
,,2.29E+06,1.12E+06,2.28E+05,1.65E+06,2.21E+06,8.95E+05,2.85E+05,1.39E+07,5.52E+05,2.46E+05
,,5.67E+05,3.16E+06,2.95E+06,7.90E+05,3.74E+06,7.01E+04,3.42E+05,9.12E+04,7.25E+04,2.28E+06
,,1.29E+05,3.06E+05,1.20E+05,4.61E+05,7.93E+06,8.57E+04,2.10E+06,3.13E+05,1.86E+05,8.13E+05
,,1.15E+06,2.88E+05,3.76E+05,6.94E+04,1.03E+06,3.58E+05,7.37E+05,1.64E+05,1.90E+05,7.41E+05
,,1.05E+06,7.27E+04,7.21E+05,1.70E+06,3.87E+05,1.15E+05,4.41E+05,9.50E+04,1.60E+05,3.01E+06
,,8.86E+05,2.14E+06,1.22E+06,6.02E+06,9.30E+04,2.94E+05,4.60E+06,1.75E+06,4.29E+05,1.49E+06
,,1.21E+06,5.58E+05,2.87E+06,5.34E+05,2.68E+06,8.02E+05,1.04E+05,5.52E+05,9.72E+05,3.01E+06
,,1.72E+05,5.48E+04,1.05E+06,3.56E+06,3.41E+05,9.53E+04,6.90E+05,1.86E+05,3.75E+05,1.19E+06
,,8.24E+04,2.74E+07,2.19E+05,3.90E+04,1.08E+06,4.56E+05,1.03E+05,2.13E+05,2.13E+05,5.30E+04
,,4.07E+05,1.12E+05,1.74E+04,4.49E+04,1.25E+06,3.48E+05,1.02E+06,2.78E+05,1.32E+05,6.08E+05
,,1.50E+06,3.31E+06,9.36E+04,1.55E+06,2.53E+06,6.84E+06,1.74E+05,1.86E+06,1.40E+05,7.46E+05
,,7.47E+04,2.30E+05,2.15E+05,8.44E+04,7.70E+06,1.74E+06,5.55E+05,1.67E+05,2.24E+05,1.49E+06
,,2.05E+05,8.44E+04,7.89E+05,3.91E+05,3.11E+06,2.37E+05,2.85E+06,1.12E+06,8.99E+05,2.58E+06
,,5.90E+05,2.19E+05,1.76E+06,8.28E+06,8.08E+06,1.24E+06,3.84E+05,2.36E+06,2.36E+06,1.14E+06
,,2.54E+05,7.08E+04,2.78E+05,1.28E+06,1.55E+05,5.73E+04,3.49E+05,1.09E+06,3.12E+06,7.89E+05
,,1.01E+05,1.17E+06,2.14E+06,6.93E+06,1.18E+06,3.27E+06,7.16E+05,2.73E+06,2.34E+05,3.45E+06
